Tipo,Area,DATA,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Pagantes,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
PERMISSAO,AREA 8,Feb-18,TRANSCAP,701310 - PQ ARARIBA/PINHEIROS,9842,27060,3043,1235,6,28801,18,9426,11,79442,36994,18879,7768,143083
PERMISSAO,AREA 8,Feb-18,TRANSCAP,701410 - E T ÁGUA ESPRAIADA/T STO AMARO,931,13643,2847,350,0,11455,0,394,2,29622,13174,5863,2858,51517
PERMISSAO,AREA 8,Feb-18,TRANSCAP,745M10 - CAMPO LIMPO/SHOP SP MARKET,20789,63300,9090,3501,5,68772,23,7584,7,173071,99585,63810,18767,355233
PERMISSAO,AREA 8,Feb-18,TRANSCAP,745M21 - COHAB ADVENTISTA/CAMPO LIMPO,1539,6629,851,262,0,7678,1,1396,0,18356,8208,4610,2384,33558
PERMISSAO,AREA 8,Feb-18,TRANSCAP,746K10 - PARAISOPOLIS/BROOKLIN,6436,24993,1859,516,0,24390,0,598,1,58793,31201,5232,5478,100704
PERMISSAO,AREA 8,Feb-18,TRANSCAP,746P10 - PARAISOPOLIS/STO AMARO,15220,56002,3941,1394,0,48375,19,2886,12,127849,69474,17306,11845,226474
PERMISSAO,AREA 8,Feb-18,TRANSCAP,746P31 - PARAISOPOLIS/STO AMARO,293,1732,207,47,0,1634,0,144,0,4057,2792,418,401,7668
PERMISSAO,AREA 8,Feb-18,TRANSCAP,746R10 - REAL PARQUE/STO AMARO,5019,18906,3314,406,1,15479,1,4158,1,47285,49596,9258,7136,113275
PERMISSAO,AREA 8,Feb-18,TRANSCAP,746V10 - JD REBOUCAS/STO AMARO,8620,22514,3863,1194,5,20727,16,2538,7,59484,48022,32753,7047,147306
PERMISSAO,AREA 8,Feb-18,TRANSCAP,756A10 - JD PAULO VI/STO AMARO,15015,37819,3346,1324,3,41137,69,514,10,99237,52718,19364,9725,181044
PERMISSAO,AREA 8,Feb-18,TRANSCAP,775F10 - JD DAS PALMAS/HOSP CLINICAS,23741,58468,5917,2372,23,62495,10,13253,29,166308,71734,23039,9063,270144
PERMISSAO,AREA 8,Feb-18,TRANSCAP,775F31 - JD DAS PALMAS/PQ DO POVO,4529,14359,1344,368,2,15851,1,3162,0,39616,14349,3704,1987,59656
PERMISSAO,AREA 8,Feb-18,TRANSCAP,807210 - PQ IPE/BUTANTA,14324,37556,5360,2453,4,40343,9,20538,13,120600,51262,23833,10668,206363
PERMISSAO,AREA 8,Feb-18,TRANSCAP,807310 - JD GUARAU/BUTANTA,9278,18177,1637,1324,0,18619,5,8756,2,57798,25451,13910,5925,103084
PERMISSAO,AREA 8,Feb-18,TRANSCAP,807810 - JD DAS PALMAS/METRO CAMPO LIMP,7995,27554,3750,1205,5,28507,22,4572,0,73610,41540,22291,7437,144878
PERMISSAO,AREA 8,Feb-18,TRANSCAP,807J10 - TERM CAMPO LIMPO/SHOP MORUMBI,12033,33343,3035,1506,0,32895,31,1199,1,84043,52903,10776,5206,152928
PERMISSAO,AREA 8,Feb-18,TRANSCAP,807M10 - T CAMPO LIMPO/SHOPPING MORUMBI,29582,78328,6514,2747,24,75948,18,2177,17,195355,100352,35884,18926,350517
PERMISSAO,AREA 8,Feb-18,TRANSCAP,807P10 - PARAISOPOLIS/SANT0 AMARO,6041,30820,2946,489,4,23081,5,1803,29,65218,45464,8953,5300,124935
PERMISSAO,AREA 8,Feb-18,TRANSCAP,809L10 - CAMPO LIMPO/LAPA,18454,46423,5211,2096,1,39665,31,2370,8,114259,87744,19913,8628,230544
PERMISSAO,AREA 8,Feb-18,TRANSCAP,N84311 - TERM CAPELINHA/JARDIM ARARIBA,82,480,96,0,0,934,0,76,0,1668,2296,285,94,4343
CONCESSAO,AREA 1,Mar-18,GATO PRETO,800001 - TERM LAPA/PCA RAMOS DE AZEVEDO,12435,34434,6126,4003,8,27370,17,5669,17,68402,38209,90079,16466,213156
CONCESSAO,AREA 1,Mar-18,GATO PRETO,830001 - TERM PIRITUBA/TERM LAPA,1163,4108,598,378,2,3328,2,1323,0,10531,3985,10902,2763,28181
CONCESSAO,AREA 1,Mar-18,GATO PRETO,853810 - VILA IARA/PAISSANDU,2512,8526,845,722,0,7296,6,260,2,8048,6015,20169,3569,37801
CONCESSAO,AREA 1,Mar-18,GATO PRETO,854210 - BRASILANDIA/PCA DO CORREIO,14319,43417,4751,2745,3,35721,3,2693,6,41244,34578,103658,17165,196645
CONCESSAO,AREA 1,Mar-18,GATO PRETO,854221 - BRASILANDIA/TERMINAL LAPA,757,2130,377,74,0,2098,0,111,0,3122,2777,5547,1065,12511
CONCESSAO,AREA 1,Mar-18,GATO PRETO,854510 - PENTEADO/METRO BARRA FUNDA,6704,22881,3053,2281,0,20749,2,5337,1,29934,22855,61008,15847,129644
CONCESSAO,AREA 1,Mar-18,GATO PRETO,901410 - MORRO GRANDE/TERMINAL LAPA,12183,35083,4767,3742,8,31732,11,9494,16,56645,34330,97036,20673,208684
CONCESSAO,AREA 1,Mar-18,GATO PRETO,901442 - BNH PORTUGUESA/TERMINAL LAPA,128,1115,90,95,0,1453,0,2,1,823,421,2884,465,4593
CONCESSAO,AREA 1,Mar-18,GATO PRETO,907M10 - METRO MADALENA-BERRINI,6,11,2,0,0,16,0,2,0,11,5,37,1,54
CONCESSAO,AREA 1,Mar-18,GATO PRETO,916210 - JD.ALMANARA/RIO BRANCO,1649,6204,829,615,0,4635,1,7,0,9923,7514,13940,3815,35192
CONCESSAO,AREA 1,Mar-18,GATO PRETO,917M10 - MORRO GRANDE/METRO ANA ROSA,14075,43169,5265,6453,17,36339,16,3867,22,52735,26689,109223,15660,204307
CONCESSAO,AREA 1,Mar-18,GATO PRETO,917M31 - MORRO GRANDE/METRO ANA ROSA,1365,5617,522,629,3,5867,2,177,0,5500,1936,14182,1745,23363
CONCESSAO,AREA 1,Mar-18,GATO PRETO,938L10 - TTVN CACHOEIRINHA/LAPA,13381,39546,5829,1759,0,41508,21,14160,2,115378,29629,116206,26156,287369
CONCESSAO,AREA 1,Mar-18,GATO PRETO,978A10 - TTVN CACHOEIRINHA/MBARRA FUNDA,16457,49988,11399,7198,3,70709,52,53028,38,155423,38236,208872,55315,457846
CONCESSAO,AREA 1,Mar-18,GATO PRETO,N10511 - TERM CACHOEIRINHA/TERM LAPA,613,1287,235,20,2,1054,0,65,2,3937,716,3278,594,8525
CONCESSAO,AREA 1,Mar-18,GATO PRETO,N10611 - T PQ D PEDRO /MET BARRA FUNDA,8,36,1,1,0,15,0,0,0,3,7,61,0,71
CONCESSAO,AREA 1,Mar-18,GATO PRETO,N14311 - METRO BARRA FUNDA/MORRO GRANDE,236,497,93,43,1,802,0,150,0,600,226,1822,174,2822
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,101910 - SOL NASCENTE/TERMINAL PIRITUBA,3583,13368,1122,1012,1,12281,10,3086,0,17917,7473,34463,11259,71112
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,119L01 - VILA SULINA/TERMINAL LAPA,214,921,52,30,0,1069,1,152,0,498,164,2439,265,3366
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,119L10 - VILA SULINA/TERMINAL LAPA,3,16,1,0,0,20,0,0,0,9,2,40,1,52
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,129F10 - CONEX PETRON PORT/M BARRA FUND,17289,56411,11995,9742,14,59769,9,39576,54,185826,60168,194859,51116,491969
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,129F41 - CON PETRON PORT/PCA DO CORREIO,800,4349,568,361,0,4982,0,218,0,8562,1379,11278,1508,22727
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,189610 - JARAGUA/PRAÇA RAMOS DE AZEVEDO,19583,37196,3746,4116,1,35578,22,6115,76,41437,28643,106433,24194,200707
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,189L10 - VILA LORIO/LAPA,12054,47707,10645,3190,45,48311,64,29614,56,222899,50966,151686,45818,471369
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,199D10 - VILA LORIO/TERMINAL PINHEIROS,22140,73294,11103,5596,16,54986,45,11665,21,114607,37227,178866,25608,356308
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,209P01 - CACHOEIRINHA/TERM PINHEIROS,9295,31146,6411,3846,7,34026,21,10563,14,75163,14686,95329,21057,206235
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800010 - TERM LAPA/PCA RAMOS,12570,34466,5840,3987,6,27216,16,5424,11,62006,36545,89536,15979,204066
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800110 - VILA PIAUI/TERM LAPA,7515,12733,1296,855,0,13554,1,4892,2,20233,9172,40848,7378,77631
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800210 - DOMITILA/TERM LAPA,7327,20086,1608,2052,13,13151,0,5624,1,26635,13067,49862,11915,101479
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800310 - V REMEDIOS/TERM LAPA,9597,17811,1993,1459,0,20721,5,9248,1,34046,11939,60835,11906,118726
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800410 - SANTA MONICA/TERM LAPA,14949,30766,2769,2685,0,29676,1,7819,14,36675,20969,88679,18121,164444
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800610 - JD DONARIA/TERM PIRITUBA,6267,25908,3299,1120,7,21480,9,2962,3,35857,17906,61055,24073,138891
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800710 - VILA CLARICE/TERM PIRITUBA,7354,21723,2329,1968,0,21567,20,10638,46,29799,13274,65645,28386,137104
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800810 - STA MONICA/TERMPIRITUBA,11003,30090,2789,2396,1,24288,8,8670,20,43544,19565,79265,22347,164721
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800910 - CID DABRIL III/TERMPIRITUBA,2924,7427,678,535,0,5739,2,1298,0,9040,5085,18603,5724,38452
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,800931 - CID DABRIL III/TERMPIRITUBA,7448,16354,1924,1677,2,18051,0,6439,24,20590,15076,51919,20462,108047
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,804010 - SOL NASCENTE/LAPA,19937,45116,3087,2887,5,55973,18,11618,22,62758,23625,138663,31352,256398
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,804310 - VILA NOVA ESPERANÇA/LAPA,4861,11222,768,918,0,10225,1,707,7,10284,7688,28709,7788,54469
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,804710 - JARAGUA/LAPA,20982,39016,2515,1814,0,50136,8,4815,41,58258,23771,119327,27617,228973
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,804741 - JARAGUA/METRO VILA MADALENA,7100,12867,1394,1387,0,13297,0,2753,8,11715,6078,38806,8183,64782
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,804751 - RECANTO DOS HUMILDES/LAPA,367,1353,58,55,0,1898,5,32,0,1073,270,3768,1060,6171
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,805010 - PQ MORRO DOCE/LAPA,14130,28066,2618,1459,7,27878,6,9013,26,42596,16439,83203,20344,162582
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,805021 - ANHANGUERA/LAPA,308,2912,117,140,0,3279,0,6,0,697,489,6762,2094,10042
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,805031 - PQ MORRO DOCE/LAPA,7605,16189,1322,620,3,19460,0,2083,8,19319,5824,47290,11233,83666
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,805510 - PERUS/LAPA,22837,42297,3833,2411,11,57062,13,23032,43,73392,26097,151539,26295,277323
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,805551 - PERUS/BARRA FUNDA,13088,27289,2614,1567,3,37026,14,10510,47,31093,15267,92158,17128,155646
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,806010 - VILA PIAUI/LAPA,15493,25512,2449,2915,5,26149,7,6501,14,31592,16379,79045,19994,147010
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,806210 - PQ S DOMINGOS/LAPA,2689,4968,328,456,0,4550,0,646,5,5062,4446,13642,2680,25830
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,806510 - VILA CLARICE/LAPA,2430,5717,514,613,0,5857,0,1941,0,5975,5755,17072,3775,32577
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,810010 - TERMPIRITUBA/TERM LAPA,11456,39607,5233,4024,6,38893,5,10961,47,87561,28360,110232,40199,266352
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,820010 - TERM PIRITUBA/TERMPIRITUBA,5016,12099,1969,1280,5,10439,1,4278,1,28545,16192,35088,12064,91889
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,821510 - JD PAULISTANO/PCA DO CORREIO,11297,31774,3873,1884,3,28571,9,1100,6,41418,21155,78517,13039,154129
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,830010 - TERM PIRITUBA/TERM LAPA,5715,19356,3288,1473,13,15701,10,6538,15,50721,19309,52109,13882,136021
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,840010 - TERM PIRITUBA/PCA RAMOS,27240,78541,13177,7971,28,67280,19,9255,41,166165,63741,203552,42187,475645
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,846M10 - JD MARISA/SHOP IBIRAPUERA,7624,14364,1878,1849,2,12315,3,2942,7,14073,5879,40984,7070,68006
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,847J10 - CITY JARAGUA/JAGUARE,8567,28814,3078,1819,9,30341,3,3147,9,34904,12354,75787,16048,139093
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,847J21 - CITY JARAGUA/LAPA,329,834,144,24,0,888,0,8,0,1145,646,2227,441,4459
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,847P10 - TERM PIRITUBA/ITAIM BIBI,31994,88016,14404,10543,17,82423,32,19448,27,160193,40353,246904,44393,491843
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,847P42 - VILA BRASILANDIA/ITAIM BIBI,6031,17864,2874,1962,0,16840,2,4150,3,24699,7515,49726,7622,89562
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,850010 - TERM PIRITUBA/BARRA FUNDA,14614,45184,9256,9914,26,66032,33,34421,37,117032,39873,179517,43516,379938
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,852810 - JD GUARANI/PCA DO CORREIO,16003,48522,5920,3916,2,50817,2,2035,19,55767,31678,127236,26456,241137
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,854410 - CID DABRIL 3 GLEBA/PC RAMOS AZ,5744,15725,2229,1390,7,18793,6,2805,11,21158,9388,46710,9511,86767
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,854810 - JD DOS CUNHAS/PCA DO CORREIO,6699,20739,2335,1075,1,20076,22,3726,8,28556,14489,54681,13124,110850
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,854910 - TAIPAS/PCA DO CORREIO,20116,51043,6720,3217,6,44109,36,3615,6,56355,37781,128868,25958,248962
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,859410 - CID DABRIL/PCA RAMOS AZEVEDO,30266,70452,9972,6075,14,66178,29,11731,99,97594,52228,194816,41184,385822
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,859421 - CID PIRITUBA/PCA RAMOS AZEVEDO,340,1439,225,140,0,1684,1,1,0,927,416,3830,543,5716
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,859441 - COHAB PEDRA VERDE/PCA RAMOS AZ,720,2922,320,184,1,2696,0,6,0,1771,644,6849,1298,10562
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,860010 - TERM PIRITUBA/LGO PAISSANDU,14301,47704,7308,4781,16,46405,13,2789,25,99894,25269,123342,26597,275102
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,860022 - TERM PIRITUBA/LGO DO PAISSANDU,791,2689,491,313,0,3025,0,39,2,7788,1012,7350,1649,17799
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,862210 - MORRO DOCE/PCA RAMOS DE AZEVED,40619,85257,9008,5552,5,89864,41,15445,78,93310,37392,245869,50466,427037
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,867710 - JD LIBANO/PCA RAMOS DE AZEVEDO,28621,52011,4691,4545,4,54527,5,7947,3,59034,31765,152354,31521,274674
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,868610 - MANGALOT/PCA RAMOS AZEVEDO,11814,24428,2570,2721,2,22117,7,4452,1,22126,15201,68112,10282,115721
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,868621 - MANGALOT/TERMINAL PIRITUBA,452,732,98,37,0,849,0,173,0,795,648,2341,324,4108
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,879A10 - TERM BARRA FUNDA/ANHEMBI,3,1,2,0,0,2,0,2,0,11,2,10,2,25
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,888P10 - PERUS/COHAB TAIPAS,22765,38882,3607,2664,2,39248,7,15936,18,57237,46154,123129,41140,267660
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,901210 - ITABERABA/TERM LAPA,2731,10421,1206,822,0,11300,0,3302,9,12630,8565,29791,4982,55968
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,917H10 - MERCADO PIRITUBA/VLA MARIANA,65208,121773,15945,20733,39,97957,59,25973,37,175082,69561,347724,63590,655957
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,930110 - TERM CASA VERDE/PAISSANDU,13478,35489,4365,3647,1,25971,5,2815,8,42607,22890,85779,13475,164751
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,938C10 - COHAB TAIPAS/TERM PRINC ISABEL,9292,24352,3509,1742,11,24403,3,1988,6,29344,21450,65306,15686,131786
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,938C21 - COHAB TAIPAS/TERMINAL LAPA,369,775,135,36,0,845,0,90,0,1189,1080,2250,459,4978
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,948A10 - VL ZATTI/TERM PIRITUBA,7083,23330,3033,2473,5,22947,0,4673,9,24572,15873,63553,13895,117893
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,950010 - TERM CACHOEIRINHA/PAISSANDU,17104,48975,7369,3379,3,39844,14,3346,8,86805,33374,120042,21480,261701
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,950110 - TERM  CACHOEIRINHA/PAISSANDU,31644,113228,17660,7588,14,106152,59,6184,78,236846,57678,282607,57807,634938
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,957T10 - COHAB TAIPAS/ITAIM BIBI,17303,44554,5580,4520,3,44884,16,7594,12,61131,24676,124466,22487,232760
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,958P10 - JD NARDINI/COHAB TAIPAS,13888,30074,3232,4110,5,30399,2,6060,24,34737,12646,87794,14967,150144
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,965310 - PEDRA BRANCA/LGO DO PAISSANDU,26500,64767,9050,4787,3,52887,21,2366,3,87872,47625,160384,26301,322182
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,975A10 - VILA BRASILANDIA/METRO ANA ROS,13572,38870,5233,8669,15,31621,12,4068,10,48243,19576,102070,14069,183958
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,978J10 - VOITH/PCA PRINC ISABEL,10539,31681,4553,2174,1,31962,3,2421,10,38648,21720,83344,17356,161068
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,978L10 - TERM CACHOEIRNHA/TERM P ISABEL,8197,26036,4188,3462,1,23029,7,7363,6,47048,19368,72289,12412,151117
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N10111 - TERM LAPA/TERM PQ D PEDRO II,463,1141,150,19,0,1481,4,56,3,2832,624,3317,292,7065
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N10211 - TERM LAPA/TERM PQ D PEDRO II,1896,4894,357,142,0,3510,0,357,3,2709,1580,11159,804,16252
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N10311 - TERM PIRITUBA/TERM LAPA,322,514,139,21,0,630,0,106,0,1943,299,1732,358,4332
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N10411 - TERM PIRITUBA/TERM LAPA,562,1124,310,44,2,998,4,214,0,4581,754,3258,679,9272
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N10611 - T PQ D PEDRO /MET BARRA FUNDA,655,2172,172,47,1,1038,0,231,3,1015,511,4319,354,6199
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N13111 - TERM LAPA/VILA PIAUI,126,161,56,3,0,302,0,70,0,588,83,718,101,1490
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N13211 - TERM PIRITUBA/PQ SAO DOMINGOS,86,223,21,2,0,183,0,39,0,496,68,554,171,1289
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N13311 - TERM PIRITUBA/CID D ABRIL 3ª G,114,155,10,3,0,202,0,45,0,715,105,529,174,1523
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N13411 - TERM CACHOEIRINHA/TAIPAS,444,863,196,7,0,928,1,4,1,2564,477,2444,384,5869
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N13511 - TERM PIRITUBA/JD DONARIA,276,721,157,17,1,978,3,177,0,2089,317,2330,610,5346
CONCESSAO,AREA 1,Mar-18,SANTA BRIGIDA,N13611 - TERM LAPA/MORRO DOCE,509,1025,127,18,0,1403,0,190,0,1748,173,3272,287,5480
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,106A10 - METRO SANTANA / ITAIM BIBI,32295,83231,11486,7789,1,85668,32,14237,57,151114,48639,234796,22348,456897
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,107T10 - CID UNIVERSIT/ METRO TUCURUVI,15222,47086,8625,4574,1,41495,7,10282,20,75626,33245,127312,16366,252549
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,115610 - VILA SABRINA/PC DO CORREIO,24003,46832,5614,4985,0,39605,8,5795,36,50282,32486,126878,24854,234500
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,118C10 - JD PERY ALTO/METRO ST CECILIA,36009,91425,12639,8115,13,72872,20,15294,63,103370,61544,236450,56288,457652
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,119C10 - VILA SABRINA/TERM PRINC ISABEL,30809,36484,2628,3062,0,27034,1,2631,1,32371,23480,102650,14893,173394
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,148L10 - CACHOEIRINHA/LAPA,28453,74571,8407,5083,15,66231,26,8515,5,107068,62470,191306,35984,396828
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,148P10 - JD PERY/LAPA,26554,61984,8217,5724,17,50814,27,17829,13,82796,55912,171179,39456,349343
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,170310 - CAMPO LIMPO/TERM PARADA INGLES,10943,22493,2752,1310,6,22774,4,1962,2,32820,18306,62246,20711,134083
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,172110 - VILA EDE/METRO CARANDIRU,20413,43801,6177,6365,11,43180,10,34302,35,49769,50313,154294,28622,282998
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,172610 - VILA ZILDA/METRO SANTANA,22308,65405,7081,3035,7,43380,52,8708,3,81863,40212,149979,36860,308914
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,172N10 - SHOP CENTER NORTE/METRO BELEM,18487,47465,5993,5321,8,46350,1,8581,21,77562,43104,132227,31170,284063
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,172N21 - FAC UNINOVE/METRO BELEM,292,1284,102,473,0,2679,1,10,0,189,195,4841,3897,9122
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,172N22 - CATUMBI/METRO BELEM,40,353,42,54,0,3160,0,8,0,85,193,3657,339,4274
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,173210 - VILA SABRINA/METRO SANTA CECIL,17034,43753,4929,5041,6,40176,1,5888,51,43362,35491,116879,18499,214231
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,174110 - VILA DIONIZIA/METRO SANTANA,14439,43629,5764,5818,10,35235,20,19785,37,44472,24553,124737,21073,214835
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,174210 - JD ANTARTICA/METRO SANTANA,13561,38410,5616,4114,10,32443,37,16182,9,47043,30092,110382,25117,212634
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,174310 - JD PERY ALTO/METRO TIETE,21572,58452,8161,6365,12,49973,18,14241,26,65980,30082,158820,37790,292672
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,174410 - LAUZANE PAULISTA/METRO SANTANA,12884,34133,4521,6541,16,25568,3,20609,17,39477,29655,104292,18981,192405
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,174510 - VL NV CACHOEIRINHA/SHOP C NORT,9333,24733,3667,3691,0,22527,3,7862,8,27617,17596,71824,15375,132412
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,174M10 - JD BRASIL/MUSEU IPIRANGA,20735,46512,5244,3725,2,34930,20,4946,10,52139,39985,116124,19341,227589
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,175610 - PEDRA BRANCA/METRO SANTANA,11409,30141,4151,4096,2,23949,14,14516,17,35759,25806,88295,16298,166158
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,175710 - CONJ BANCARIOS/METRO SANTANA,3404,13455,1781,2310,1,10230,11,3138,4,11074,11022,34334,5084,61514
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,175810 - JD ANTARTICA/METRO SANTANA,17784,44269,6181,5189,19,36747,33,21496,17,55772,31588,131735,25449,244544
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,175910 - JD PERY/METRO SANTANA,18073,44441,5978,5908,2,37525,14,24975,19,56817,33901,136935,26340,253993
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,175P10 - EDU CHAVES/ANA ROSA,32115,84350,12683,22409,7,65168,25,31776,31,115070,49817,248564,42316,455767
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,175T10 - METRO SANTANA/METRO JABAQUARA,42984,99866,15428,11130,19,101870,64,24848,31,186539,65973,296240,45703,594455
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,176010 - COHAB ANTARTICA/SHOP C NORTE,9159,26004,3387,2776,12,25237,37,6322,9,23780,15147,72943,12660,124530
CONCESSAO,AREA 2,Mar-18,SAMBAIBA,176410 - JD CORISCO/METRO SANTANA,13433,46773,4380,2611,3,32123,47,5857,4,53337,31225,105231,29984,219777
