Tipo,Area,DATA,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Pagantes,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
CONCESSAO,AREA 3,Jan-18,VIP II,263J10 - PENHA/CJ JOSE BONIFACIO,17752,47117,5673,883,1,30085,1115,764,469,64633,103859,59996,584,229072
CONCESSAO,AREA 3,Jan-18,VIP II,266610 - JD CAMARGO VELHO/TER P D PEDRO,28005,63192,6300,761,2,40440,1116,4172,667,80372,144655,50468,838,276333
CONCESSAO,AREA 3,Jan-18,VIP II,266621 - JD CAMARGO VELH/T P D PEDRO II,521,2293,150,17,0,1672,31,59,18,1724,4761,612,13,7110
CONCESSAO,AREA 3,Jan-18,VIP II,267810 - OLIVEIRINHA/TERM P D PEDRO,37442,79305,8158,986,5,52508,1410,8130,977,107193,188921,65319,1106,362539
CONCESSAO,AREA 3,Jan-18,VIP II,267841 - J CAMARGO NOVO/TERM ARICANDUVA,1806,6349,618,40,0,4292,76,216,53,5188,13450,1931,44,20613
CONCESSAO,AREA 3,Jan-18,VIP II,273D10 - PQ D JOAO NERY-METRO A ALVIN,6948,20604,3346,410,2,19764,345,13472,491,27291,65382,18996,389,112058
CONCESSAO,AREA 3,Jan-18,VIP II,273F10 - VILA MARA-METRO ITAQUERA,3167,8058,963,145,0,8499,85,2268,172,9582,23357,7250,213,40402
CONCESSAO,AREA 3,Jan-18,VIP II,273G10 - JD HELENA-METRO A ALVIN,26203,70172,9444,1246,5,67417,1211,44430,2197,89164,222325,55215,1513,368217
CONCESSAO,AREA 3,Jan-18,VIP II,273G21 - JD SAO MARTINHO/CPTM VILA MARA,298,3280,252,22,1,5573,31,77,69,621,9603,873,38,11135
CONCESSAO,AREA 3,Jan-18,VIP II,273J10 - JD ROMANO/METRO PENHA,26940,62785,6619,1021,0,56575,1174,12259,1017,64129,168390,64185,1204,297908
CONCESSAO,AREA 3,Jan-18,VIP II,273L10 - JD MORENO-METRO A ALVIN,6874,27214,4413,512,2,24955,415,17463,844,37127,82692,30906,490,151215
CONCESSAO,AREA 3,Jan-18,VIP II,273N10 - CID KEMEL II/MTR V MATILDE,17306,42396,5527,449,0,34327,758,9421,648,48251,110832,36784,482,196349
CONCESSAO,AREA 3,Jan-18,VIP II,273N41 - ITAIM PAULISTA/MT VLA MATILDE,158,1233,172,8,0,1502,19,12,27,607,3131,392,11,4141
CONCESSAO,AREA 3,Jan-18,VIP II,273R10 - JD ROBRU-METRO A ALVIN,14683,49217,7477,849,6,40379,892,33525,1658,69661,148686,43326,846,262519
CONCESSAO,AREA 3,Jan-18,VIP II,273R42 - JD ROBRU-METRO ITAQUERA,882,10002,917,90,0,11479,36,7,225,1367,23638,2540,77,27622
CONCESSAO,AREA 3,Jan-18,VIP II,273V10 - PARADA XV NOVEMBRO-METRO PENHA,2676,9387,1289,221,0,6815,102,657,74,13295,21221,12134,182,46832
CONCESSAO,AREA 3,Jan-18,VIP II,273X10 - JD OLIVEIRAS/MT ARTUR ALVIN,37339,78575,10233,1545,10,70731,1498,33250,2109,116406,235290,83836,1764,437296
CONCESSAO,AREA 3,Jan-18,VIP II,275510 - GUAIANAZES-METRO PENHA,18071,43106,5146,471,2,31635,662,10593,630,57140,110316,46826,597,214879
CONCESSAO,AREA 3,Jan-18,VIP II,275610 - GUAIANAZES-METRO PATRIARCA,6361,20901,2675,203,2,16789,380,9996,580,24310,57887,21552,307,104056
CONCESSAO,AREA 3,Jan-18,VIP II,276210 - ERMELINO MATARAZZO-MET.TATUAPE,13561,40547,4464,685,14,29786,525,5150,390,40019,95122,29276,586,165003
CONCESSAO,AREA 3,Jan-18,VIP II,276510 - VILA CISPER-METRO TATUAPE,26243,96353,12199,1756,18,62769,1858,15405,1052,109024,217653,67038,1326,395041
CONCESSAO,AREA 3,Jan-18,VIP II,276610 - J CAMARGO VELHO/METRO ITAQUERA,26768,62592,7208,955,0,50027,1263,16017,1096,91519,165927,63190,1229,321865
CONCESSAO,AREA 3,Jan-18,VIP II,276641 - JD INDAIA/METRO ITAQUERA,208,1333,119,10,0,1698,25,20,27,772,3440,712,18,4942
CONCESSAO,AREA 3,Jan-18,VIP II,276710 - CID PEDR J NUNES-METRO TATUAPE,5148,17772,1864,313,2,11297,257,2412,206,18105,39271,14556,212,72144
CONCESSAO,AREA 3,Jan-18,VIP II,276810 - VILA MARA-METRO PENHA,1204,2662,508,40,0,2021,219,452,178,3665,7284,3141,0,14090
CONCESSAO,AREA 3,Jan-18,VIP II,276910 - JD ROMANO/METRO TATUAPE,15894,38715,4062,636,1,31046,453,7508,396,49235,98711,34555,757,183258
CONCESSAO,AREA 3,Jan-18,VIP II,277010 - GUAIANAZES-METRO VILA MATILDE,9122,26251,3344,462,2,21472,434,7938,435,32334,69460,22713,457,124964
CONCESSAO,AREA 3,Jan-18,VIP II,277210 - JD NAZARE/METRO PENHA,9395,23753,2590,368,1,19995,341,5159,273,26530,61875,21627,327,110359
CONCESSAO,AREA 3,Jan-18,VIP II,278010 - JD CAMARGO NOVO/METRO ITAQUERA,11606,33603,4249,332,0,28671,464,13101,625,43197,92651,26217,644,162709
CONCESSAO,AREA 3,Jan-18,VIP II,300110 - ITAIM PTA/TERM.SAO MIGUEL,6747,24145,2490,180,3,22727,293,7142,527,23448,64254,15923,367,103992
CONCESSAO,AREA 3,Jan-18,VIP II,300310 - JD S MARTINHO/CPTM VILA MARA,2496,14612,1035,49,0,16673,96,3456,323,5806,38740,9738,276,54560
CONCESSAO,AREA 3,Jan-18,VIP II,300410 - JD S MARTINHO/CPTM V MARA,2204,8243,1073,76,0,10076,81,8392,310,11292,30455,9963,262,51972
CONCESSAO,AREA 3,Jan-18,VIP II,301510 - JD ROMANO/JARDIM DAS OLIVEIRAS,484,1981,155,22,0,2625,30,296,44,1383,5637,2765,76,9861
CONCESSAO,AREA 3,Jan-18,VIP II,306310 - GUAIANAZES-TERM SAO MATEUS,10987,25264,3499,189,6,21758,933,11727,775,44986,75138,25253,428,145805
CONCESSAO,AREA 3,Jan-18,VIP II,306341 - GUAIANAZES-TERM SAO MATEUS,1161,4267,444,29,1,4038,102,531,70,4617,10643,1703,28,16991
