AREA,TIPO,DATA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM
","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE
","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM
","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL
","PASSAGEIROS PAGANTES
","PASSAGEIROS INTEGRAÇÕES ÔNIBUS 0> ÔNIBUS
","PASSAGEIROS COM GRATUIDADE
",TOTAL PASSAGEIROS TRANSPORTADOS,nome,letreiro
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,971R42 - CDHU VOITH/METRO SANTANA,4622,13508,560,3199,440,9911,31,2623,23,34917,17998,6569,59484,,
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,971R51 - CHICA LUISA/METRO SANTANA,514,2068,45,331,33,1827,1,16,0,4835,1616,411,6862,,
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,971T10 - VILA SANTA MARIA/METRO SANTANA,22806,47520,2141,11904,1324,33690,63,22911,98,142457,53253,22726,218436,,
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,971V10 - JD VISTA ALEGRE/CENTER NORTE,23837,47788,1553,9330,978,37135,60,6567,62,127310,58073,24708,210091,,
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,971X10 - TERM CACHOEIRINHA/METRO SANTAN,30466,82031,4403,18524,2850,56638,270,37344,167,232693,202951,43949,479593,,
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,971X51 - T.CACHOEIRINHA/T.AMARAL GURGEL,312,617,56,61,8,502,1,95,0,1652,1354,175,3181,,
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,EVENTO - E V E N T O,7,0,0,0,0,0,0,0,0,7,0,0,7,,
AREA 2,CONCESSAO,2014-12-01,SAMBAIBA,PACPTM - PAESE CPTM,3,0,0,0,0,0,0,0,0,3,0,0,3,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,207610 - JD DAS OLIVEIRAS/TERM PENHA,9,15,0,0,0,8,0,1,0,33,29,18,80,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,271310 - METRO PENHA-CHAC BELA VISTA,480,3430,96,710,53,3468,4,757,0,8998,3353,1313,13664,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,274P10 - PENHA/METRO VL MARIANA,13717,27635,923,4710,419,18499,49,5206,35,71193,29925,17562,118680,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,320610 - METRO PENHA/CONJ CHAPARRAL,768,1722,111,1224,215,1934,0,1196,4,7174,4662,1362,13198,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,390E10 - TERM PENHA/TERM PQ D PEDRO II,17479,34182,1110,4552,668,18049,34,2492,23,78589,86424,18453,183466,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,393C10 - T AMARAL GURGEL/COHAB II,602,1788,60,198,20,1669,0,50,12,4399,1985,623,7007,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,431510 - T VILA CARRAO/T PQ D PEDRO II ,11040,48848,2516,9570,1331,36268,92,6000,127,115792,85481,22995,224268,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,508L10 - TERM.PRIN.ISABEL/ACLIMACAO,16804,33996,1373,5691,482,25317,72,6965,80,90780,44006,19917,154703,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,696P10 - T AMARAL GURGEL/PINHEIROS,287,755,23,49,10,819,2,46,2,1993,294,114,2401,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,805L10 - TERM.PRINC.ISABEL/ACLIMACAO,14027,32189,1479,5201,386,25754,77,6413,67,85593,40302,16493,142388,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,908T10 - TERM PQ D PEDRO II/BUTANTA,21348,50540,2552,8662,1036,50897,43,14621,150,149849,98864,19569,268282,,
AREA 3,CONCESSAO,2014-12-01,EXPANDIR,930P10 - TERM PQ D PEDRO II/PINHEIROS,30677,63200,3336,10684,1332,63326,67,19520,154,192296,116388,25497,334181,,
AREA 3,CONCESSAO,2014-12-01,VIP,117710 - TERM.A.E.CARVALHO-EST.LUZ,11952,29844,1187,4745,545,28308,60,1593,62,78296,46912,14976,140184,,
AREA 3,CONCESSAO,2014-12-01,VIP,117731 - TERM A E CARVALHO/EST DA LUZ,321,2430,85,486,49,1974,3,223,19,5590,4478,491,10559,,
AREA 3,CONCESSAO,2014-12-01,VIP,117742 - ENG.GOULART-TERM.D.PEDRO II,574,1743,26,288,23,1458,1,45,0,4158,1203,243,5604,,
AREA 3,CONCESSAO,2014-12-01,VIP,117751 - T A E CARVALHO/T AMARAL GURGEL,504,863,18,98,5,851,0,51,24,2414,1240,202,3856,,
AREA 3,CONCESSAO,2014-12-01,VIP,117810 - SAO MIGUEL-PCA DO CORREIO,50449,83082,2168,13913,1127,70262,109,9485,73,230668,112130,41941,384739,,
AREA 3,CONCESSAO,2014-12-01,VIP,117831 - SAO MIGUEL/PÇA DO CORREIO,17211,37028,962,6522,644,34620,60,6841,44,103932,52368,15641,171941,,
AREA 3,CONCESSAO,2014-12-01,VIP,117832 - ABEL TAVARES/PÇA DO CORREIO,675,3200,74,431,34,3875,0,57,20,8366,1416,399,10181,,
AREA 3,CONCESSAO,2014-12-01,VIP,117833 - PÇA DO CORREIO/SAO MIGUEL,689,1808,62,317,30,1709,11,571,1,5198,2579,538,8315,,
AREA 3,CONCESSAO,2014-12-01,VIP,117842 - CJ.HAB.VILA SILVIA-PCA.CORREIO,229,973,25,214,18,1021,0,12,3,2495,1014,225,3734,,
AREA 3,CONCESSAO,2014-12-01,VIP,202210 - JD DOS IPES/TERM A E CARVALHO,6723,10627,220,2315,199,9292,0,2762,18,32156,14993,8957,56106,,
AREA 3,CONCESSAO,2014-12-01,VIP,202251 - JD DOS IPES/PQ D PEDRO II,1082,3042,76,477,48,2575,0,465,8,7773,2376,759,10908,,
AREA 3,CONCESSAO,2014-12-01,VIP,203110 - JD CAMARGO NOVO/TERM A E CARVA,26155,46203,907,7637,736,34431,5,9418,62,125554,60794,28551,214899,,
AREA 3,CONCESSAO,2014-12-01,VIP,204110 - VILA NOVA SILVIA-TERM PENHA,1683,3967,136,834,126,2526,14,64,0,9350,5516,2763,17629,,
AREA 3,CONCESSAO,2014-12-01,VIP,205810 - SAO MIGUEL-GUAIANAZES,9224,24246,652,4231,445,21377,6,16073,53,76307,29015,16064,121386,,
AREA 3,CONCESSAO,2014-12-01,VIP,205910 - SAO MIGUEL-GUAIANAZES,50550,88516,2458,18108,1779,65917,58,48851,188,276425,147863,67366,491654,,
AREA 3,CONCESSAO,2014-12-01,VIP,206010 - T.A.E.CARVALHO/METRO A. ALVIM,1939,10524,265,1658,212,7994,7,4949,25,27573,11773,5844,45190,,
AREA 3,CONCESSAO,2014-12-01,VIP,207610 - JD DAS OLIVEIRAS/TERM PENHA,34230,51870,1033,8728,772,42419,17,8035,61,147165,67376,36489,251030,,
AREA 3,CONCESSAO,2014-12-01,VIP,207910 - JD NELIA/TERM ARICANDUVA,5695,17408,401,3405,287,16530,2,16332,58,60118,14908,9560,84586,,
AREA 3,CONCESSAO,2014-12-01,VIP,208010 - CID KEMEL/TERM ARICANDUVA,37300,64262,1424,9892,822,52138,54,11584,139,177615,75814,31011,284440,,
AREA 3,CONCESSAO,2014-12-01,VIP,208810 - CJ ENCOST NORTE/T A E CARVALHO,13753,25769,473,4219,590,22527,15,3605,51,71002,29210,14805,115017,,
AREA 3,CONCESSAO,2014-12-01,VIP,208V10 - TERM A E CARVALHO-PÇA DA SE,24850,49563,1077,7005,594,27806,59,3874,48,114876,57935,23615,196426,,
AREA 3,CONCESSAO,2014-12-01,VIP,208V11 - TER A E CARVALHO/TER P D PEDRO,2480,3421,93,234,17,2069,3,187,6,8510,6074,1333,15917,,
AREA 3,CONCESSAO,2014-12-01,VIP,211V10 - VILA PARANAGUA-ESTACAO DA LUZ,8029,15906,342,2588,270,11872,4,573,10,39594,13471,9235,62300,,
AREA 3,CONCESSAO,2014-12-01,VIP,233A10 - JD HELENA-CERET,16603,29312,833,4636,458,18388,33,1071,31,71365,40052,21784,133201,,
AREA 3,CONCESSAO,2014-12-01,VIP,233C10 - TERM.A.E.CARVALHO-CERET,13872,32748,1268,4576,635,18502,70,243,26,71940,50606,29890,152436,,
AREA 3,CONCESSAO,2014-12-01,VIP,233F10 - T A E CARVALHO/T VILA CARRAO,60,75,2,7,0,61,0,0,0,205,134,69,408,,
AREA 3,CONCESSAO,2014-12-01,VIP,234A10 - TERM.A.E.CARVALHO-JD.HELENA,5375,8891,139,1524,135,7898,10,1354,14,25340,11372,6579,43291,,
AREA 3,CONCESSAO,2014-12-01,VIP,236310 - JD.DANFER-PQ.D.PEDRO II,33470,58499,1265,7597,738,30940,51,2355,49,134964,69801,23020,227785,,
AREA 3,CONCESSAO,2014-12-01,VIP,243510 - JD COIMBRA-PÇA DA SE,4649,10558,301,2253,223,6940,11,403,29,25367,15257,13223,53847,,
AREA 3,CONCESSAO,2014-12-01,VIP,243551 - T A E CARVALHO/T.AMARAL GURGEL,189,565,17,33,1,460,1,33,2,1301,445,80,1826,,
AREA 3,CONCESSAO,2014-12-01,VIP,245110 - VL S FRANCISCO/PQ D PEDRO II,4346,8910,281,1729,194,6321,12,404,9,22206,12551,12346,47103,,
AREA 3,CONCESSAO,2014-12-01,VIP,246010 - CEM.SAUDADE/T PQ.D.PEDRO II,11435,27278,520,5172,449,15245,28,699,18,60844,29762,12627,103233,,
AREA 3,CONCESSAO,2014-12-01,VIP,246310 - BURGO PAULISTA-TERM.ARICANDUVA,2928,6147,184,1151,126,4250,8,295,9,15098,8433,7753,31284,,
AREA 3,CONCESSAO,2014-12-01,VIP,250110 - JD VERONIA-PQUE D PEDRO,9391,19707,579,4815,358,15317,9,2393,7,52576,21452,13251,87279,,
AREA 3,CONCESSAO,2014-12-01,VIP,252210 - VILA PROGRESSO-SHOP.ARICANDUVA,3130,12324,515,2894,349,13277,7,6437,16,38949,13229,7326,59504,,
AREA 3,CONCESSAO,2014-12-01,VIP,252310 - VILA PROGRESSO-T PRINC ISABEL,26837,45760,1013,6478,578,25774,86,2373,30,108929,45479,25663,180071,,
AREA 3,CONCESSAO,2014-12-01,VIP,252321 - VILA PROGRESSO-T PRINC ISABEL,751,2284,37,304,23,1672,0,14,11,5096,1188,358,6642,,
AREA 3,CONCESSAO,2014-12-01,VIP,253F10 - TERM.A.E.CARVALHO-T.SAO MATEUS,11615,23864,661,4189,521,23948,42,143,15,64998,37547,17088,119633,,
AREA 3,CONCESSAO,2014-12-01,VIP,255110 - TERM.A.E.CARVALHO-TERM.D.PEDRO,19455,38053,859,5948,540,25078,41,4509,21,94504,40454,15140,150098,,
AREA 3,CONCESSAO,2014-12-01,VIP,255210 - VILA MARA-TERM.D.PEDRO II,56304,87651,1608,15030,1045,66574,67,11818,96,240193,118194,49192,407579,,
AREA 3,CONCESSAO,2014-12-01,VIP,255241 - JD S MARTINHO/T PQ D PEDRO II,1411,5264,45,568,31,5238,2,401,5,12965,3507,788,17260,,
AREA 3,CONCESSAO,2014-12-01,VIP,258210 - VILA NOVA CURUÇA/TER P D PEDRO,51927,89101,1792,14884,1091,61912,79,9267,61,230114,98013,40992,369119,,
AREA 3,CONCESSAO,2014-12-01,VIP,258221 - VILA ROBERTINA/PQ D PEDRO II,983,2966,52,463,47,2290,1,126,0,6928,929,348,8205,,
AREA 3,CONCESSAO,2014-12-01,VIP,258310 - VILA CURUCA/TERM P D PEDRO,11036,19684,508,4030,302,15196,19,1279,10,52064,24012,13771,89847,,
AREA 3,CONCESSAO,2014-12-01,VIP,262610 - JD NAZARE/ TERM P D PEDRO,52207,93689,1794,14636,1111,60138,63,8929,131,232698,103461,44714,380873,,
AREA 3,CONCESSAO,2014-12-01,VIP,262810 - JD NAZARE/TERM ARICANDUVA,5404,11862,256,2531,220,9524,12,1690,25,31524,15003,7094,53621,,
AREA 3,CONCESSAO,2014-12-01,VIP,262822 - TERM SAO MIGUEL/JD NAZARE,1037,2178,31,314,25,1774,0,644,9,6012,2273,1426,9711,,
AREA 3,CONCESSAO,2014-12-01,VIP,263C10 - JD HELENA/COHAB II,18502,32094,726,6089,466,29208,33,5091,59,92268,34836,28221,155325,,
AREA 3,CONCESSAO,2014-12-01,VIP,263J10 - PENHA/CJ JOSE BONIFACIO,29977,58828,1686,12065,1190,38153,78,1160,48,143185,85864,59436,288485,,
AREA 3,CONCESSAO,2014-12-01,VIP,266610 - JD CAMARGO VELHO/TER P D PEDRO,49392,81440,1770,12976,1173,53626,78,6453,67,206975,102573,42249,351797,,
AREA 3,CONCESSAO,2014-12-01,VIP,266621 - JD CAMARGO VELH/T P D PEDRO II,748,1964,23,256,17,1545,1,48,1,4603,1457,333,6393,,
AREA 3,CONCESSAO,2014-12-01,VIP,266651 - J CAMARGO VELHO/T A E CARVALHO,207,284,4,32,2,233,0,25,2,789,607,132,1528,,
AREA 3,CONCESSAO,2014-12-01,VIP,267810 - OLIVEIRINHA/TERM P D PEDRO,65855,98464,2078,15390,1267,66959,94,12726,94,262927,136774,54991,454692,,
AREA 3,CONCESSAO,2014-12-01,VIP,267811 - TERM A E CARVALHO/OLIVEIRINHA,356,782,15,61,11,834,2,69,2,2132,1764,230,4126,,
AREA 3,CONCESSAO,2014-12-01,VIP,267841 - J CAMARGO NOVO/TERM ARICANDUVA,2244,6304,73,863,66,5120,4,197,11,14882,5060,1434,21376,,
AREA 3,CONCESSAO,2014-12-01,VIP,273D10 - PQ D JOAO NERY-METRO A ALVIN,8657,21634,690,5216,574,19947,3,13166,108,69995,27251,13052,110298,,
AREA 3,CONCESSAO,2014-12-01,VIP,273F10 - VILA MARA-METRO ITAQUERA,4104,7973,210,1716,175,8587,3,1902,9,24679,9725,4855,39259,,
AREA 3,CONCESSAO,2014-12-01,VIP,273G10 - JD HELENA-METRO A ALVIN,42238,87936,2191,20016,2093,80536,28,62907,210,298155,105264,43311,446730,,
AREA 3,CONCESSAO,2014-12-01,VIP,273G21 - JD SAO MARTINHO/CPTM VILA MARA,488,3526,37,605,49,5801,0,76,5,10587,695,671,11953,,
AREA 3,CONCESSAO,2014-12-01,VIP,273J10 - JD ROMANO/METRO PENHA,47403,76511,1734,14228,1216,65909,36,16220,85,223342,82027,50473,355842,,
AREA 3,CONCESSAO,2014-12-01,VIP,273L10 - JD MORENO-METRO A ALVIN,11362,29693,1134,7557,704,25037,74,21290,79,96930,42902,26198,166030,,
AREA 3,CONCESSAO,2014-12-01,VIP,273N10 - CID KEMEL II/MTR V MATILDE,29038,54957,1662,9175,1049,42132,42,17037,100,155192,64120,33028,252340,,
AREA 3,CONCESSAO,2014-12-01,VIP,273N41 - ITAIM PAULISTA/MT VLA MATILDE,205,1110,13,168,22,1563,0,12,0,3093,554,240,3887,,
AREA 3,CONCESSAO,2014-12-01,VIP,273R10 - JD ROBRU-METRO A ALVIN,25096,63962,1969,15467,1699,51714,73,49787,196,209963,90835,40874,341672,,
AREA 3,CONCESSAO,2014-12-01,VIP,273R11 - TERM A E CARVALHO/JD. ROBRU,228,628,8,67,10,540,0,4,0,1485,1472,180,3137,,
AREA 3,CONCESSAO,2014-12-01,VIP,273R42 - JD ROBRU-METRO ITAQUERA,994,8646,242,1402,141,10443,5,15,7,21895,1406,1972,25273,,
AREA 3,CONCESSAO,2014-12-01,VIP,273V10 - PARADA XV NOVEMBRO-METRO PENHA,3959,10238,401,1931,200,7315,3,560,13,24620,15030,10080,49730,,
AREA 3,CONCESSAO,2014-12-01,VIP,273X10 - JD OLIVEIRAS/MT ARTUR ALVIN,58142,90816,2723,21179,2243,81388,52,44470,225,301238,137714,63918,502870,,
AREA 3,CONCESSAO,2014-12-01,VIP,275510 - GUAIANAZES-METRO PENHA,25018,47423,1251,7949,842,34976,54,11046,53,128612,57613,33877,220102,,
AREA 3,CONCESSAO,2014-12-01,VIP,275551 - GUAIANAZES/T A E CARVALHO,209,418,4,34,4,536,0,41,0,1246,440,118,1804,,
AREA 3,CONCESSAO,2014-12-01,VIP,275610 - GUAIANAZES-METRO PATRIARCA,10706,27139,756,5264,507,21622,25,15551,59,81629,33478,20292,135399,,
AREA 3,CONCESSAO,2014-12-01,VIP,276210 - ERMELINO MATARAZZO-MET.TATUAPE,20099,37424,762,7830,545,27791,42,4653,23,99169,40431,21072,160672,,
AREA 3,CONCESSAO,2014-12-01,VIP,276510 - VILA CISPER-METRO TATUAPE,54260,117327,3260,22711,2096,83199,57,20904,157,303971,142085,58183,504239,,
AREA 3,CONCESSAO,2014-12-01,VIP,276610 - J CAMARGO VELHO/METRO ITAQUERA,45261,73763,1936,15322,1445,58176,54,21557,119,217633,109219,52787,379639,,
AREA 3,CONCESSAO,2014-12-01,VIP,276641 - JD INDAIA/METRO ITAQUERA,247,1291,39,198,33,1388,1,30,0,3227,573,445,4245,,
AREA 3,CONCESSAO,2014-12-01,VIP,276710 - CID PEDR J NUNES-METRO TATUAPE,8912,22040,566,4604,311,14920,26,2733,11,54123,23146,12540,89809,,
AREA 3,CONCESSAO,2014-12-01,VIP,276810 - VILA MARA-METRO PENHA,11100,19237,483,3681,294,17598,7,4004,32,56436,24380,14094,94910,,
AREA 3,CONCESSAO,2014-12-01,VIP,276910 - JD ROMANO/METRO TATUAPE,19074,33126,733,6845,461,26034,29,5737,62,92101,41824,20089,154014,,
AREA 3,CONCESSAO,2014-12-01,VIP,277010 - GUAIANAZES-METRO VILA MATILDE,16487,36169,1124,7893,751,28263,23,11382,63,102155,45464,23181,170800,,
AREA 3,CONCESSAO,2014-12-01,VIP,277210 - JD NAZARE/METRO PENHA,10060,17827,488,3591,366,15109,10,3664,37,51152,21892,11245,84289,,
AREA 3,CONCESSAO,2014-12-01,VIP,278010 - JD CAMARGO NOVO/METRO ITAQUERA,17655,34357,947,6033,598,29253,16,16455,38,105352,44198,19190,168740,,
AREA 3,CONCESSAO,2014-12-01,VIP,300110 - ITAIM PTA/TERM.SAO MIGUEL,12617,30726,620,4594,380,27681,15,11342,44,88019,30775,14344,133138,,
AREA 3,CONCESSAO,2014-12-01,VIP,300310 - JD S MARTINHO/CPTM VILA MARA,3686,14252,68,1484,89,15177,0,2388,23,37167,4604,5148,46919,,
AREA 3,CONCESSAO,2014-12-01,VIP,300410 - JD S MARTINHO/CPTM V MARA,2939,7389,127,1320,91,9023,0,8676,32,29597,10084,5140,44821,,
AREA 3,CONCESSAO,2014-12-01,VIP,306310 - GUAIANAZES-TERM SAO MATEUS,20759,32304,1095,5677,615,28566,36,17591,84,106727,57316,26297,190340,,
AREA 3,CONCESSAO,2014-12-01,VIP,306341 - GUAIANAZES-TERM SAO MATEUS,1611,4792,99,573,49,4465,1,459,5,12054,4173,1424,17651,,
AREA 3,CONCESSAO,2014-12-01,VIP,307C10 - CONJ ENCOSTA NORTE/MT ARTUR AL,23618,44362,1374,9234,1000,36797,23,13807,104,130319,58248,25685,214252,,
AREA 3,CONCESSAO,2014-12-01,VIP,330110 - TERM SAO MIGUEL/TERM PQ D PEDR,34256,58044,1606,9135,905,36272,80,5519,58,145875,93636,29459,268970,,
AREA 3,CONCESSAO,2014-12-01,VIP,331010 - T.AMARAL GURGEL/CID.TIRADENTES,1001,3291,131,356,41,2757,0,149,11,7737,4073,1117,12927,,
AREA 3,CONCESSAO,2014-12-01,VIP,331811 - TERM A E CARVALHO/VILA CISPER,8,19,3,0,0,16,0,0,0,46,11,4,61,,
AREA 3,CONCESSAO,2014-12-01,VIP,336010 - ITAIM PAULISTA-METRO PARAISO,1,178,6,28,6,117,0,12,0,348,354,4,706,,
AREA 3,CONCESSAO,2014-12-01,VIP,345910 - ITAIM PAULISTA/TERM P D PEDRO,70891,154498,4529,26392,2743,98562,164,14333,234,372346,216573,73970,662889,,
AREA 3,CONCESSAO,2014-12-01,VIP,345921 - CEM DA SAUDADE/TERM P D PEDRO,1469,8441,193,1157,102,7057,12,163,17,18611,8869,1384,28864,,
AREA 3,CONCESSAO,2014-12-01,VIP,345923 - METRO BRESSER/ITAIM PAULISTA,1723,6013,137,1055,125,4020,2,1232,3,14310,9002,1471,24783,,
AREA 3,CONCESSAO,2014-12-01,VIP,345924 - ITAIM PAULISTA/T.PQ D.PEDROII,1288,5908,125,778,60,4418,9,149,37,12772,5794,1288,19854,,
AREA 3,CONCESSAO,2014-12-01,VIP,346210 - VILA SANTANA/T PQ D PEDRO II,8070,25326,883,5513,564,15627,19,2322,48,58372,36861,20299,115532,,
AREA 3,CONCESSAO,2014-12-01,VIP,346241 - CID A E CARVALHO-T PQ D PEDRO ,347,2900,58,509,50,1840,12,6,19,5741,1779,697,8217,,
AREA 3,CONCESSAO,2014-12-01,VIP,352A10 - JD.HELENA-TERM.SAO MATEUS,33015,52899,1214,9120,1013,36073,27,2491,36,135888,76687,36821,249396,,
AREA 3,CONCESSAO,2014-12-01,VIP,354M10 - TERM SAO MIGUEL/TERM SAO MATEU,30076,48210,1538,9239,1172,58013,109,10285,28,158670,92810,28001,279481,,
AREA 3,CONCESSAO,2014-12-01,VIP,357410 - JD.ETELVINA-TERM.PQ.D.PEDRO II,3188,16276,664,2292,274,10578,22,42,9,33345,28608,11071,73024,,
AREA 3,CONCESSAO,2014-12-01,VIP,357431 - JD.ETELVINA/T.PQ.D.PEDRO,35,1676,41,205,20,1021,10,3,0,3011,1144,243,4398,,
AREA 3,CONCESSAO,2014-12-01,VIP,357441 - VILA TAQUARI-TERM.PQ.D.PEDRO I,9,302,3,45,0,269,0,0,0,628,4,27,659,,
AREA 3,CONCESSAO,2014-12-01,VIP,368610 - JD.SAOPAULO-TERM.D.PEDRO II,18455,58128,1867,10065,1169,38029,59,13982,86,141840,88650,35028,265518,,
AREA 3,CONCESSAO,2014-12-01,VIP,373310 - TERM.SAO MATEUS-METRO PATRIARC,237,649,23,79,10,444,0,132,4,1578,1110,385,3073,,
AREA 3,CONCESSAO,2014-12-01,VIP,374910 - GUAIANAZES-TERM CARRAO,9956,27548,930,4555,530,21552,27,8930,48,74076,38357,19912,132345,,
AREA 3,CONCESSAO,2014-12-01,VIP,374M10 - CPTM ERM MAT/METRO ITAQUERA,13240,31200,917,5170,451,23033,77,7345,37,81470,43792,15089,140351,,
AREA 3,CONCESSAO,2014-12-01,VIP,390110 - Jd. Danfer/Metro Penha,5411,9388,310,1760,165,6845,0,2032,15,25926,11180,8261,45367,,
AREA 3,CONCESSAO,2014-12-01,VIP,390210 - Jd. das Oliveiras/Guaianazes,24028,45382,1016,9695,897,41805,6,53458,331,176618,51262,28170,256050,,
AREA 3,CONCESSAO,2014-12-01,VIP,390310 - C.A.E.Carvalho/Shop.Penha,6471,14739,373,2513,237,9140,5,351,6,33835,14191,11241,59267,,
AREA 3,CONCESSAO,2014-12-01,VIP,400110 - ITAQUERA/TERM VILA CARRAO,10492,27558,1130,4714,689,16531,48,325,12,61499,53700,24510,139709,,
AREA 3,CONCESSAO,2014-12-01,VIP,400210 - GUAIANAZES/TERM VILA CARRAO,19121,49045,1492,7914,956,32178,99,9173,63,120041,75314,34979,230334,,
AREA 3,CONCESSAO,2014-12-01,VIP,400251 - GUAIANAZES/PQ DOM PEDRO,397,768,5,41,5,420,0,42,0,1678,391,113,2182,,
AREA 3,CONCESSAO,2014-12-01,VIP,407F10 - TERM SAO MATEUS/METRO BELEM,22418,46168,1399,8234,955,30548,56,4010,27,113815,58601,26903,199319,,
AREA 3,CONCESSAO,2014-12-01,VIP,407K10 - TERM SAO MATEUS/METRO CARRAO,15647,30279,1294,7664,977,26472,62,35455,74,117924,58505,17631,194060,,
AREA 3,CONCESSAO,2014-12-01,VIP,421010 - T CID TIRADENTES/T PQ D PEDRO,33149,83086,2288,12632,1305,51839,156,2142,103,186700,127743,32637,347080,,
AREA 3,CONCESSAO,2014-12-01,VIP,431010 - E.T.ITAQUERA/TERM PQ D PEDRO  ,22195,137768,8739,27489,4904,91398,318,18602,200,311613,429018,43986,784617,,
AREA 3,CONCESSAO,2014-12-01,VIP,431110 - TER SAO MATEUS/T PQ D PEDRO II,23588,58271,2901,11331,1610,48775,95,11000,123,157694,106799,17383,281876,,
AREA 3,CONCESSAO,2014-12-01,VIP,431210 - JD MARILIA/TERM PQ D PEDRO II,17867,55921,1668,10431,1073,38204,146,4465,32,129807,68616,20343,218766,,
AREA 3,CONCESSAO,2014-12-01,VIP,431310 - T CID TIRADENTES/T PQ D PEDRO ,39374,138404,5746,23598,3097,105696,241,11740,246,328142,252486,43907,624535,,
AREA 3,CONCESSAO,2014-12-01,VIP,431410 - INACIO MONTEIRO/T PQ D PEDRO ,22715,61256,2183,10322,1121,40116,43,3508,81,141345,78388,28647,248380,,
AREA 3,CONCESSAO,2014-12-01,VIP,696P10 - T AMARAL GURGEL/PINHEIROS,6,0,0,0,0,0,0,0,0,6,0,0,6,,
AREA 3,CONCESSAO,2014-12-01,VIP,920210 - METRO BRAS - AV. PAULISTA,51,159,15,31,9,138,0,20,1,424,743,95,1262,,
AREA 3,CONCESSAO,2014-12-01,VIP,938L10 - TTVN CACHOEIRINHA/LAPA,3,0,0,0,0,0,0,0,0,3,0,0,3,,
AREA 3,CONCESSAO,2014-12-01,VIP,9925PR - ITAQUERA/PQ DOM PEDRO II,5497,36487,2704,5129,1321,20482,104,2145,68,73937,177629,19455,271021,,
AREA 3,CONCESSAO,2014-12-01,VIP,EVENTO - E V E N T O,28,0,0,0,0,0,0,0,0,28,0,0,28,,
AREA 3,CONCESSAO,2014-12-01,VIP,PACPTM - PAESE CPTM,66,0,0,0,0,0,0,0,0,66,0,0,66,,
AREA 3,CONCESSAO,2014-12-01,VIP,PMETRO - PAESE METRO,112,288,21,27,19,128,1,19,0,615,955,12,1582,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,200210 - TERM P D PEDRO II/TERM BANDEIR,1829,10968,1429,1389,473,7240,26,1031,27,24412,57175,10885,92472,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,210010 - TERM V CARRAO/PCA DA SE CIRC,42158,81319,3143,16565,2146,48441,252,6872,82,200978,120058,57794,378830,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,210110 - PCA SILVIO ROMERO/PCA DA SE,2242,5159,175,822,103,3381,6,606,8,12502,4849,3749,21100,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,210141 - PCA SILVIO ROMERO/TERM VILA PR,707,1794,49,333,39,1489,1,212,3,4627,1249,1189,7065,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,229010 - TERM S MATEUS/TERM.PD PEDRO II,79098,135511,3939,19538,2147,78191,221,5139,94,323878,174242,93696,591816,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,229021 - T SÃO MATEUS/T PQ D PEDRO II,2532,5940,193,801,123,4778,6,765,4,15142,14776,2535,32453,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,229110 - TERM S MATEUS/PCA DA REPUBLICA,1403,1156,33,69,19,877,1,35,0,3593,1509,367,5469,,
AREA 4,CONCESSAO,2014-12-01,AMBIENTAL,303210 - TERM VILA CARRAO/CIRCULAR,4578,12666,438,2001,257,7759,9,7,31,27746,17363,8976,54085,,
