Tipo,Area,Data,Empresa,Linha,Soma de Passageiros Pagtes Em Dinheiro,Soma de Passageiros Pagtes Comum,Soma de Passageiros Pgts Bu Comum M,Soma de Passageiros Pagtes Estudante,Soma de Passageiros Pgts Bu Est Mensal,Soma de Passageiros Pagtes Bu Vt,Soma de Passageiros Pgts Bu Vt Mensal,Soma de Passageiros Pagtes Int M/Cptm,Soma de Passageiros Pgts Int M/Cptm M,Soma de Passageiros Pagantes,Soma de Passageiros Int Ônibus->Ônibus,Soma de Passageiros Com Gratuidade,Soma de Passageiros Com Gratuidade Est,Soma de Tot Passageiros Transportados
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,201010 - JD BRASIL/METRO TIETE,16954,41296,3237,919,4,30621,3,6518,6,99558,41759,29553,492,171362
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,201021 - PÇA AUGUSTA VITORIA/METRO SANT,27,229,11,7,0,244,0,2,0,520,49,64,1,634
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,201110 - EDU CHAVES/METRO SANTANA,17211,42862,4159,1139,7,33920,13,6192,0,105503,55214,50475,661,211853
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,201210 - VILA EDE/METRO TIETE,1839,5371,528,140,0,6169,0,1494,0,15541,5171,6617,58,27387
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202010 - HORTO FLORESTAL/M PARADA INGLE,1880,6389,606,264,0,4370,0,2456,0,15965,7654,9122,107,32848
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202310 - CACHOEIRA/METRO TUCURUVI,13099,28229,2358,727,0,20711,0,12473,1,77598,28164,19134,584,125480
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202341 - JD LABITARY/METRO TUCURUVI,170,978,75,14,0,796,0,546,0,2579,706,383,0,3668
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202410 - CACHOEIRA/DIB - CIRCULAR,98,1175,69,16,0,643,0,8,0,2009,1535,825,14,4383
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202510 - CACHOEIRA/DIB - CIRCULAR,18775,50451,4368,976,5,42602,5,14142,3,131327,71295,40805,744,244171
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202610 - JAÇANA/PARQUE NOVO MUNDO,3881,6220,467,81,0,5594,0,0,0,16243,10137,8760,101,35241
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202810 - VILA AYROSA/METRO TUCURUVI,4047,12060,1298,203,3,9682,0,5783,3,33079,15038,10384,285,58786
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,202910 - JD FONTALIS/METRO TUCURUVI,6509,21211,2100,554,0,16613,0,15497,0,62484,20293,13650,469,96896
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,203010 - LAUZANE PAULISTA/METRO SANTANA,773,4170,489,189,1,3952,0,1754,1,11329,3512,3591,62,18494
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,203210 - PQ EDU CHAVES/METRO CARANDIRU,8095,20747,1952,655,0,20665,1,13160,2,65277,19787,22319,289,107672
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,203310 - JD GUANCA/TERM ROD TIETE,3711,11051,968,342,1,10802,0,5418,1,32294,13679,13850,151,59974
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,208M10 - METRO SANTANA/TERM PINHEIROS,10550,42123,5475,1340,7,42534,10,13118,5,115162,77073,21429,461,214125
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,209P10 - CACHOEIRINHA/TERM PINHEIROS,23107,85238,14431,2465,6,89238,14,33073,9,247581,213394,43228,1087,505290
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,210410 - METRO SANTANA/TERM PQ D PEDRO ,5054,26306,4830,338,3,12264,7,1585,0,50387,75481,21727,295,147890
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,210510 - JD FILHOS DA TERRA/LGO DA CONC,12621,35711,2378,402,3,18555,1,1337,2,71010,35934,18494,365,125803
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,211L10 - MANDAQUI/LAPA,7287,19899,2129,602,1,17181,0,1636,0,48735,29974,19014,238,97961
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,212310 - VILA MEDEIROS/METRO LIBERDADE,18675,29274,2274,530,0,25886,0,6532,0,83171,32977,22724,304,139176
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,212710 - JD BRASIL/METRO LIBERDADE,26960,38394,2990,746,2,36473,9,6269,1,111844,40628,30304,430,183206
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,213E10 - PQ EDU CHAVES/METRO BELEM,1461,4937,458,106,0,5917,0,1795,1,14675,6531,6179,67,27452
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,216110 - PQ EDU CHAVES/PCA DO CORREIO,14304,22280,1662,372,2,14757,0,2134,0,55511,24590,23231,199,103531
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,217510 - JD GUANCA/PCA DA SE,6038,12051,978,186,0,7431,0,758,0,27442,12500,9879,83,49904
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,218210 - JD BRASIL/PCA DO CORREIO,31483,48649,3495,740,0,27202,3,3164,5,114741,53931,41480,474,210626
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,271A10 - TERM PENHA/METRO SANTANA,16358,43254,4055,1038,0,33733,5,11822,4,110269,69328,39702,574,219873
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,271A51 - CANGAIBA/METRO SANTANA,12850,31867,2622,741,1,24171,0,6769,0,79021,44833,29218,414,153486
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,271C10 - PQ VILA MARIA/PCA DA REPUBLICA,9322,22536,1836,390,0,18289,1,1838,7,54219,20563,14331,206,89319
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,271F10 - METRO BELEM/SHOP CENTER NORTE,9599,25504,2655,470,0,25251,2,8150,0,71631,53160,25111,329,150231
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,271M10 - PQ NOVO MUNDO/METRO SANTANA,14085,34884,3192,1048,0,27707,6,11530,4,92456,46681,30593,478,170208
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,271P10 - CANGAIBA/EST DA LUZ,13410,23311,1715,546,2,17334,0,3279,6,59603,28799,24848,224,113474
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,272N10 - PQ NOVO MUNDO/METRO BRAS,7388,11741,628,169,0,8751,1,835,0,29513,10732,8461,124,48830
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,274010 - PEDRA BRANCA/METRO SANTANA,5151,18596,1824,459,0,10804,0,1034,0,37868,23061,16624,198,77751
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,278A10 - PENHA/CEASA,4700,17809,1758,478,0,11340,1,599,1,36686,25383,14226,162,76457
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,297A10 - BAIRRO DO LIMAO/M BARRA FUNDA,5906,19562,2572,955,10,32011,0,25711,3,86730,30767,13026,266,130789
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,351F10 - JACANA/TERM CARRAO,17265,41834,3548,1089,5,33667,7,1391,2,98808,43241,45314,431,187794
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,701A10 - PQ EDU CHAVES/METRO V MADALENA,39329,64928,5996,1997,5,36996,0,8505,12,157768,54444,54278,509,266999
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,701U10 - JACANA/BUTANTA USP,6177,24572,3156,2036,0,15942,2,3155,3,55043,35103,15715,301,106162
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,879A10 - TERM BARRA FUNDA/ANHEMBI,7,47,3,2,0,22,0,4,0,85,22,22,0,129
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,916610 - JD SANTA CRUZ/PÇA DO CORREIO,359,3977,513,24,0,3968,0,8,0,8849,7955,2940,42,19786
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,930010 - TERM.CASA VERDE-PQ.D.PEDRO II,6880,30099,3257,462,0,19747,4,1226,1,61676,63328,25402,287,150693
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,935410 - N SRA FATIMA/TERM CORREIO,11815,31203,3324,786,10,24347,1,2246,0,73732,37573,24273,335,135913
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,967A10 - IMIRIM/PINHEIROS,12144,33337,3426,1386,0,31134,1,8112,0,89540,29438,20977,246,140201
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,970110 - ANHEMBI/METRO BARRA FUNDA,1789,8420,969,281,0,10339,0,2275,0,24073,6968,4787,56,35884
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971A10 - JD PRIMAVERA/METRO SANTANA,13499,36997,3885,1229,1,27591,2,5346,3,88553,42142,26242,492,157429
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971C10 - COHAB/METRO SANTANA,13434,45534,5523,993,8,34064,3,12854,11,112424,63129,34613,687,210853
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971D10 - JD DAMASCENO/CENTER NORTE,17270,55480,6149,1251,1,46700,4,8200,0,135055,76838,41860,735,254488
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971M10 - VILA PENTEADO/METRO SANTANA,14505,53078,5702,1354,9,38593,2,8076,1,121320,78745,45108,690,245863
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971R10 - ESTACAO JARAGUA/METRO SANTANA,40351,111693,11764,2495,15,93257,3,50582,27,310187,150507,80889,2112,543695
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971R21 - JD DAMASCENO/METRO SANTANA,392,2602,197,34,0,2432,0,5,1,5663,1303,555,29,7550
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971R42 - CDHU VOITH/METRO SANTANA,4148,15502,1519,333,6,10536,0,2731,6,34781,19046,10100,211,64138
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971R51 - CHICA LUISA/METRO SANTANA,454,2287,192,17,0,2137,0,2,0,5089,1493,600,0,7182
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971T10 - VILA SANTA MARIA/METRO SANTANA,13347,38880,3732,1270,0,28913,0,18470,9,104621,40817,30440,604,176482
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971V10 - JD VISTA ALEGRE/CENTER NORTE,14686,43436,3976,886,0,34535,4,5934,4,103461,49765,32712,580,186518
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,971X10 - TERM CACHOEIRINHA/METRO SANTAN,17584,63037,10064,2064,26,44362,4,31849,8,168998,167743,59247,1206,397194
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20111 - TERM PQ D PEDRO/METRO TUCURUVI,1634,1529,116,19,0,1144,0,291,0,4733,2443,960,34,8170
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20211 - MET SANTANA/TERM PINHEIROS,676,2983,219,56,0,2871,0,175,0,6980,1572,491,14,9057
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20311 - MET TUCURUVI/TERM PQ D PEDRO ,1439,2712,322,27,0,1886,0,185,1,6572,5756,1351,34,13713
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20411 - METRO TUCURUVI/TERM PQ D PEDRO,871,784,134,0,0,919,0,96,0,2804,2658,552,5,6019
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20511 - TERM CACHOEIRINHA/TERM PINHEIR,688,2311,275,31,0,2360,1,133,0,5799,1920,404,20,8143
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20611 - TERM CASA VERDE/METRO SANTANA,384,1255,120,20,0,879,0,205,0,2863,975,410,9,4257
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20711 - TERM CASA VERDE/TERM PQ D PEDR,541,1308,162,16,0,1697,0,47,0,3771,1180,550,9,5510
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N20911 - TERM CACHOEIRINHA/TERM SANTANA,554,1267,227,24,0,812,0,550,0,3434,2820,678,37,6969
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N23311 - METRO SANTANA/VILA SABRINA,137,380,59,7,0,457,0,109,0,1149,399,237,6,1791
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N23511 - METRO SANTANA/PEDRA BRANCA,252,395,34,8,0,485,1,285,0,1460,590,286,12,2348
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N23611 - METRO SANTANA/JARDIM ANTARTICA,361,815,86,11,0,947,0,363,0,2583,1200,314,16,4113
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N23711 - METRO TUCURUVI/EDU CHAVES,173,184,58,7,0,225,0,491,0,1138,500,262,15,1915
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N23811 - METRO SANTANA/CEM PQ DOS PINHE,557,939,103,3,0,896,0,155,0,2653,1279,330,16,4278
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N23911 - METR TUCURUVI/VILA NOVA GALVAO,148,230,28,0,0,189,0,138,0,733,363,119,7,1222
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N24011 - METRO SANTANA/CACHOEIRA,432,712,130,12,0,971,0,316,0,2573,1274,299,19,4165
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N24211 - METRO SANTANA/JD CAMPO LIMPO,226,602,231,2,0,865,0,149,0,2075,770,360,12,3217
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N24311 - METRO SANTANA/JARDIM BRASIL,168,215,61,2,0,308,0,114,0,868,695,209,6,1778
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N24411 - METRO TUCURUVI/JD FLOR DE MAIO,348,891,167,8,0,948,0,370,0,2732,1352,377,12,4473
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,N24511 - METRO SANTANA/JARDIM PERY ALTO,339,655,144,3,0,926,0,197,0,2264,1017,356,13,3650
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,PAESE1 - PAESE AREA 1,302,888,106,28,0,648,0,59,0,2031,1176,768,0,3975
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA,RNOT11 - RESERVA NOTRNA,2,0,0,0,0,0,0,0,0,2,0,0,0,2
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA_TUR,CT0101 - CIRCULAR TURISMO,0,0,0,0,0,0,0,0,0,0,0,2092,0,2092
CONCESSAO,AREA 2,2019-01-01,SAMBAIBA_TUR,CTTOUR - CITY TOUR,0,0,0,0,0,0,0,0,0,0,0,419,0,419
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,271310 - METRO PENHA-CHAC BELA VISTA,161,2357,186,41,0,2460,0,329,0,5534,1487,1403,43,8467
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,274P10 - PENHA/METRO VL MARIANA,6244,19044,1943,445,0,12705,0,3810,1,44192,19613,19088,169,83062
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,320610 - METRO PENHA/CONJ CHAPARRAL,761,3142,371,134,0,3153,0,2445,0,10006,5074,2053,57,17190
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,390E10 - TERM PENHA/TERM PQ D PEDRO II,8016,23611,2494,346,2,12189,3,1522,1,48184,58913,21987,294,129378
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,431510 - T VILA CARRAO/T PQ D PEDRO II ,7189,44034,5448,988,3,30241,1,4472,2,92378,71654,29586,383,194001
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,508L10 - TERM.PRIN.ISABEL/ACLIMACAO,6516,23217,2556,1076,1,17011,15,4160,0,54552,29114,22678,227,106571
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,805L10 - TERM.PRINC.ISABEL/ACLIMACAO,6013,22371,2819,981,0,19813,13,3785,0,55795,30911,21355,238,108299
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,908T10 - TERM PQ D PEDRO II/BUTANTA,8765,37646,6044,1186,4,34171,1,7423,2,95242,69181,24600,363,189386
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,930P10 - TERM PQ D PEDRO II/PINHEIROS,12418,44039,7386,1393,2,41653,2,9744,1,116638,80690,32273,423,230024
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,N30111 - TERM A E CARVALHO/T P D PEDRO ,35,39,6,1,0,18,0,2,0,101,107,29,6,243
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,N30211 - T A E CARVALHO/T PQ D PEDRO II,81,119,6,0,0,138,0,9,0,353,188,54,7,602
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,N30711 - TERMP Q D PEDRO II/TERM PINHEI,1563,4440,443,41,0,5833,0,284,2,12606,2848,994,71,16519
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,N30811 - METRO ITAQUERA/TERM PQ D PEDRO,67,143,5,0,0,75,0,18,0,308,408,60,17,793
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,N40111 - TERM VL CARRAO/T PQ D PEDRO II,586,1366,294,17,0,1265,0,21,0,3549,2979,701,22,7251
CONCESSAO,AREA 3,2019-01-01,EXPANDIR,N40411 - TERM SAO MATEUS/TERM PENHA,1191,2332,176,14,1,2208,0,24,0,5946,2977,1107,16,10046
CONCESSAO,AREA 3,2019-01-01,VIP II,117710 - TERM.A.E.CARVALHO-EST.LUZ,7470,24198,2655,501,0,22658,0,1097,3,58582,37564,18786,235,115167
CONCESSAO,AREA 3,2019-01-01,VIP II,117731 - TERM A E CARVALHO/EST DA LUZ,298,2884,328,28,0,2084,0,198,0,5820,4994,904,19,11737
CONCESSAO,AREA 3,2019-01-01,VIP II,117810 - SAO MIGUEL-PCA DO CORREIO,30476,70410,5769,1238,1,60279,4,7295,9,175481,90196,56228,845,322750
CONCESSAO,AREA 3,2019-01-01,VIP II,117831 - SAO MIGUEL/PÇA DO CORREIO,14081,43235,3324,664,0,40583,0,6843,4,108734,57152,27065,400,193351
CONCESSAO,AREA 3,2019-01-01,VIP II,117832 - ABEL TAVARES/PÇA DO CORREIO,704,4315,213,47,0,4915,0,71,1,10266,2127,863,25,13281
CONCESSAO,AREA 3,2019-01-01,VIP II,117833 - PÇA DO CORREIO/SAO MIGUEL,518,2391,163,35,0,1828,0,619,0,5554,2998,780,32,9364
CONCESSAO,AREA 3,2019-01-01,VIP II,117842 - CJ.HAB.VILA SILVIA-PCA.CORREIO,236,1615,97,28,0,1683,0,11,0,3670,1270,395,5,5340
CONCESSAO,AREA 3,2019-01-01,VIP II,202210 - JD DOS IPES/TERM A E CARVALHO,0,22,4,1,0,34,0,7,0,68,32,22,0,122
CONCESSAO,AREA 3,2019-01-01,VIP II,203110 - JD CAMARGO NOVO/TERM A E CARVA,13113,32219,2582,545,3,24563,3,5436,1,78465,42895,33817,374,155551
CONCESSAO,AREA 3,2019-01-01,VIP II,205810 - SAO MIGUEL-GUAIANAZES,4465,15983,1541,217,0,15439,0,8118,0,45763,18127,13630,187,77707
CONCESSAO,AREA 3,2019-01-01,VIP II,205910 - SAO MIGUEL-GUAIANAZES,26309,66535,5590,1259,0,51580,0,38166,2,189441,118122,80251,1247,389061
CONCESSAO,AREA 3,2019-01-01,VIP II,206010 - T.A.E.CARVALHO/METRO A. ALVIM,1242,7663,903,102,0,6961,0,3872,0,20743,9276,6396,100,36515
CONCESSAO,AREA 3,2019-01-01,VIP II,207610 - JD DAS OLIVEIRAS/TERM PENHA,19757,41342,2381,592,1,34453,3,5682,2,104213,52877,48370,609,206069
CONCESSAO,AREA 3,2019-01-01,VIP II,207910 - JD NELIA/TERM ARICANDUVA,4705,18796,1713,194,0,19008,0,17573,0,61989,15071,16131,227,93418
CONCESSAO,AREA 3,2019-01-01,VIP II,208010 - CID KEMEL/TERM ARICANDUVA,23103,51316,3679,796,0,43259,4,9801,2,131960,60491,40393,698,233542
CONCESSAO,AREA 3,2019-01-01,VIP II,208810 - CJ ENCOST NORTE/T A E CARVALHO,7252,19642,1628,278,1,18776,2,2597,3,50179,21521,19638,299,91637
CONCESSAO,AREA 3,2019-01-01,VIP II,208E10 - TERM A E CARV/TERM PQ D PEDRO,7,24,1,0,0,13,0,2,0,47,43,15,0,105
CONCESSAO,AREA 3,2019-01-01,VIP II,208V10 - TERM A E CARVALHO-PÇA DA SE,23435,71298,6083,1211,0,37951,2,4230,2,144212,96171,55251,641,296275
CONCESSAO,AREA 3,2019-01-01,VIP II,211V10 - VILA PARANAGUA-ESTACAO DA LUZ,4068,11479,782,174,1,9241,0,481,1,26227,9524,13073,177,49001
CONCESSAO,AREA 3,2019-01-01,VIP II,233A10 - JD HELENA-CERET,8350,24315,1848,454,2,15559,0,632,0,51160,29780,23703,274,104917
CONCESSAO,AREA 3,2019-01-01,VIP II,233C10 - TERM.A.E.CARVALHO-CERET,6782,23382,2241,492,4,13038,1,110,0,46050,32671,25897,216,104834
CONCESSAO,AREA 3,2019-01-01,VIP II,236310 - JD.DANFER-PQ.D.PEDRO II,14140,40425,2762,479,1,19370,6,1197,5,78385,41995,25423,441,146244
CONCESSAO,AREA 3,2019-01-01,VIP II,243510 - JD COIMBRA-PÇA DA SE,2373,7878,722,179,0,4943,0,225,0,16320,10743,14269,127,41459
CONCESSAO,AREA 3,2019-01-01,VIP II,243531 - JD COIMBRA-TERM ARICANDUVA,13,22,1,1,0,25,0,3,0,65,44,62,0,171
CONCESSAO,AREA 3,2019-01-01,VIP II,245110 - VL S FRANCISCO/PQ D PEDRO II,2220,6521,629,133,0,4601,0,222,0,14326,9173,13142,111,36752
CONCESSAO,AREA 3,2019-01-01,VIP II,246010 - CEM.SAUDADE/T PQ.D.PEDRO II,529,3745,261,49,0,2624,0,65,1,7274,5094,2765,42,15175
CONCESSAO,AREA 3,2019-01-01,VIP II,246310 - BURGO PAULISTA-TERM.ARICANDUVA,1520,5064,575,107,0,3563,0,187,0,11016,6165,8728,76,25985
CONCESSAO,AREA 3,2019-01-01,VIP II,252210 - VILA PROGRESSO-SHOP.ARICANDUVA,2661,13037,1311,341,0,13481,0,8375,0,39206,14558,10991,184,64939
CONCESSAO,AREA 3,2019-01-01,VIP II,252310 - VILA PROGRESSO-T PRINC ISABEL,2858,13809,919,167,0,8814,0,30,0,26597,17020,11804,138,55559
CONCESSAO,AREA 3,2019-01-01,VIP II,253F10 - TERM.A.E.CARVALHO-T.SAO MATEUS,7368,21169,1412,366,0,22936,0,105,1,53357,31180,18932,314,103783
CONCESSAO,AREA 3,2019-01-01,VIP II,255110 - TERM.A.E.CARVALHO-TERM.D.PEDRO,12454,35494,2716,485,3,23835,0,3904,0,78891,35673,22766,354,137684
CONCESSAO,AREA 3,2019-01-01,VIP II,255210 - VILA MARA-TERM.D.PEDRO II,32672,73876,5612,1412,1,54258,2,9763,9,177605,99977,71857,1034,350473
CONCESSAO,AREA 3,2019-01-01,VIP II,255241 - JD S MARTINHO/T PQ D PEDRO II,1308,6965,385,58,0,6156,0,489,3,15364,4191,1666,28,21249
CONCESSAO,AREA 3,2019-01-01,VIP II,258210 - VILA NOVA CURUÇA/TER P D PEDRO,31586,82854,5810,1355,5,51568,12,7442,7,180639,87432,60545,892,329508
CONCESSAO,AREA 3,2019-01-01,VIP II,258221 - VILA ROBERTINA/PQ D PEDRO II,878,4294,195,41,0,3068,0,79,0,8555,1068,968,12,10603
CONCESSAO,AREA 3,2019-01-01,VIP II,258310 - VILA CURUCA/TERM P D PEDRO,4890,12595,1061,299,0,10116,0,890,1,29852,15210,14337,167,59566
CONCESSAO,AREA 3,2019-01-01,VIP II,262610 - JD NAZARE/ TERM P D PEDRO,25151,62470,4434,969,2,40494,3,6417,6,139946,69358,52393,658,262355
CONCESSAO,AREA 3,2019-01-01,VIP II,263C10 - JD HELENA/COHAB II,10621,26932,2018,451,0,26872,0,4307,0,71201,28454,34499,404,134558
CONCESSAO,AREA 3,2019-01-01,VIP II,263J10 - PENHA/CJ JOSE BONIFACIO,16679,45800,4249,1108,0,30994,0,791,3,99624,63788,62843,487,226742
CONCESSAO,AREA 3,2019-01-01,VIP II,266610 - JD CAMARGO VELHO/TER P D PEDRO,25418,56821,4176,948,1,37026,7,4403,8,128808,73313,52004,685,254810
CONCESSAO,AREA 3,2019-01-01,VIP II,266621 - JD CAMARGO VELH/T P D PEDRO II,661,2221,100,22,0,1485,0,51,2,4542,1731,618,11,6902
CONCESSAO,AREA 3,2019-01-01,VIP II,267810 - OLIVEIRINHA/TERM P D PEDRO,30967,61524,4715,1075,1,43313,9,6953,4,148561,84544,59621,971,293697
CONCESSAO,AREA 3,2019-01-01,VIP II,267811 - TERM A E CARVALHO/OLIVEIRINHA,44,102,7,1,0,73,0,7,0,234,147,107,0,488
CONCESSAO,AREA 3,2019-01-01,VIP II,267841 - J CAMARGO NOVO/TERM ARICANDUVA,1507,5168,386,54,0,3252,1,165,0,10533,4251,2052,28,16864
CONCESSAO,AREA 3,2019-01-01,VIP II,273D10 - PQ D JOAO NERY-METRO A ALVIN,6928,23163,2844,488,0,23473,3,16825,0,73724,30348,23330,335,127737
CONCESSAO,AREA 3,2019-01-01,VIP II,273F10 - VILA MARA-METRO ITAQUERA,3117,9309,736,219,0,9998,0,2677,0,26056,11685,8616,153,46510
CONCESSAO,AREA 3,2019-01-01,VIP II,273G10 - JD HELENA-METRO A ALVIN,25595,73335,6871,1703,4,73028,17,49740,10,230303,91081,63115,1315,385814
CONCESSAO,AREA 3,2019-01-01,VIP II,273G21 - JD SAO MARTINHO/CPTM VILA MARA,395,3113,210,29,0,5790,0,67,0,9604,650,1044,30,11328
CONCESSAO,AREA 3,2019-01-01,VIP II,273J10 - JD ROMANO/METRO PENHA,25760,57800,4110,1031,0,53651,1,11361,0,153714,60937,66306,1057,282014
CONCESSAO,AREA 3,2019-01-01,VIP II,273L10 - JD MORENO-METRO A ALVIN,6442,26569,2779,705,0,25711,1,18814,2,81023,35749,32579,431,149782
CONCESSAO,AREA 3,2019-01-01,VIP II,273N10 - CID KEMEL II/MTR V MATILDE,15153,39987,3254,614,0,32158,1,9266,1,100434,44652,38471,420,183977
CONCESSAO,AREA 3,2019-01-01,VIP II,273N41 - ITAIM PAULISTA/MT VLA MATILDE,140,1100,71,5,0,1471,0,11,0,2798,632,386,8,3824
CONCESSAO,AREA 3,2019-01-01,VIP II,273R10 - JD ROBRU-METRO A ALVIN,12691,43837,4830,1027,2,35450,2,31378,3,129220,62985,42952,746,235903
CONCESSAO,AREA 3,2019-01-01,VIP II,273R42 - JD ROBRU-METRO ITAQUERA,925,9667,669,108,0,11190,0,2,0,22561,1222,2271,62,26116
CONCESSAO,AREA 3,2019-01-01,VIP II,273U10 - VILA JACUI-METRO A ALVIM,9,28,1,0,0,24,0,3,0,65,53,58,0,176
CONCESSAO,AREA 3,2019-01-01,VIP II,273V10 - PARADA XV NOVEMBRO-METRO PENHA,2394,9965,939,263,0,7031,0,403,0,20995,13212,13120,142,47469
CONCESSAO,AREA 3,2019-01-01,VIP II,273X10 - JD OLIVEIRAS/MT ARTUR ALVIN,35969,77009,7666,1986,3,71844,10,35294,2,229783,115544,91264,1557,438148
CONCESSAO,AREA 3,2019-01-01,VIP II,274P10 - PENHA/METRO VL MARIANA,0,0,0,0,0,2,0,0,0,2,0,0,0,2
CONCESSAO,AREA 3,2019-01-01,VIP II,275510 - GUAIANAZES-METRO PENHA,16397,42735,3591,710,1,33400,0,10738,1,107573,54854,49412,524,212363
CONCESSAO,AREA 3,2019-01-01,VIP II,275610 - GUAIANAZES-METRO PATRIARCA,6333,21271,2099,313,1,18138,0,11637,1,59793,24897,24694,271,109655
